YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	People	Ships	Other
1904-09-06	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53		0	0	0	29.96	48	47		bc	cu	6			
1904-09-06	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53		270	284	2	29.96	48	47		bc	ci cu	8			
1904-09-06	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	Noon: Dutch Hbr			53.89	-166.53		112	126	2	29.95	49	47		bc	cu	7			
1904-09-06	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53		112	126	5	29.90	50	48		bc	cu	8			
1904-09-06	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53		0	0	0	29.90	48	46		bc	cu	5			
1904-09-06	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53														
1904-09-06	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0006.JPG	 			53.89	-166.53		0	0	0	29.90	48	47		bc	cu	4			
1904-09-07	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53		0	0	0	29.86	48	46		op	m	10			
1904-09-07	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53		0	0	0	29.89	50	48		oc	m	10			
1904-09-07	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	Noon: Dutch Hbr			53.89	-166.53		315	329	2	29.91	54	52		oc	cu	10			
1904-09-07	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53		68	82	5	29.93	51	48		bc	cu	4			
1904-09-07	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53		0	0	0	29.95	50	48		bc	cu	5			
1904-09-07	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53														
1904-09-07	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0007.JPG	 			53.89	-166.53		0	0	0	29.96	49	48		b		0			
1904-09-08	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53		0	0	0	29.95	46	45		bc	n				
1904-09-08	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53		0	0	0	29.90	48	47		bc	cu				
1904-09-08	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53.89	-166.53														
1904-09-08	11	53.89	-166.52	11.25		1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	1105: Got Underway 1105: 1140 Ulakta Hd cc NWxW			53.888	-166.522	NxE													
1904-09-08	12	53.95	-166.52	348		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			53 57N	166 31W	348	0	0	0	29.92	54	52		bc	cu n				
1904-09-08	13	54.1	-166.69	303.75		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			54.1	-166.687	NWxW													
1904-09-08	14	54.25	-166.86	303.75		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			54.249	-166.858	NWxW	225	239	13	29.89	50	48		ocr	cu n	10			
1904-09-08	15	54.4	-167.03	303.75		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			54.4	-167.031	NWxW													
1904-09-08	16	54.55	-167.21	303.75		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			54.551	-167.205	NWxW	225	239	13	29.86	48	48	50	oc	cu n	10			
1904-09-08	17	54.7	-167.37	303.75		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			54.698	-167.373	NWxW													
1904-09-08	18	54.84	-167.54	303.75		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			54.842	-167.537	NWxW	202	216	13	29.84	48	47		oc	cu n	10			
1904-09-08	19	54.98	-167.69	303.75		9.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			54.98	-167.694	NWxW													
1904-09-08	20	55.12	-167.85	303.75		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	2000: NWxW1/8W			 55 7N	167 51W	NWxW	248	262	13	29.84	48	47	46	op	cu n	10			
1904-09-08	21	55.24	-168.02	302.34		9.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			55.239	-168.019	NWxW1/8W													
1904-09-08	22	55.36	-168.18	302.34		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			55.357	-168.184	NWxW1/8W	202	216	19	29.80	48	47		bc	cu n	7			
1904-09-08	23	55.48	-168.35	302.34		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			55.477	-168.35	NWxW1/8W													
1904-09-08	24	55.6	-168.52	302.34		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0008.JPG	 			55.595	-168.515	NWxW1/8W	225	239	19	29.78	46	46	44	bc	cu n	5			
1904-09-09	1	55.71	-168.68	302.34		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	 			55.713	-168.679	NWxW1/8W													
1904-09-09	2	55.83	-168.85	302.34		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	 			55.831	-168.845	NWxW1/8W	202	216	24	29.74	46	46		bc	cu n	5			
1904-09-09	3	55.95	-169.01	302.34		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	 			55.951	-169.014	NWxW1/8W													
1904-09-09	4	56.07	-169.18	302.34		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	 			56.065	-169.175	NWxW1/8W	202	216	24	29.72	46	46	44	bc	cu n	4			
1904-09-09	5	56.18	-169.34	302.34		9.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	 			56.181	-169.339	NWxW1/8W													
1904-09-09	6	56.3	-169.5	302.34		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	0600: Made St George Is cc NxW then for Village			56.296	-169.501	NWxW1/8W	225	239	19	29.74	48	46		bc	cu n	9			
1904-09-09	7	56.46	-169.45	348.75		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0009.JPG	 			56.464	-169.453	NxW													
