YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	People	Ships	Other
1904-06-18	24	42.47	-132.89	284.06		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			42.471	-132.891	WNW3/4W	270	289	8	30.54	50	52		oc	cu n	0			
1904-06-19	1	42.57	-133.08	284.06		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			42.567	-133.075	WNW3/4W													
1904-06-19	2	42.66	-133.26	284.06		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			42.663	-133.262	WNW3/4W	270	289	5	30.53	50	51		bc	ci cu	5			
1904-06-19	3	42.76	-133.45	284.06		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			42.761	-133.452	WNW3/4W													
1904-06-19	4	42.86	-133.64	284.06		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			42.859	-133.643	WNW3/4W	270	289	5	30.52	53	52		b		0			
1904-06-19	5	42.96	-133.83	284.06		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			42.955	-133.828	WNW3/4W													
1904-06-19	6	43.05	-134.02	284.06		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43.052	-134.017	WNW3/4W	248	268	8	30.50	54	54		bc	ci	5			
1904-06-19	7	43.15	-134.21	284.06		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43.151	-134.211	WNW3/4W													
1904-06-19	8	43.25	-134.4	284.06		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	0800: Clocks back 17 min			43.247	-134.399	WNW3/4W	248	268	5	30.50	56	54		bc	ci	5			
1904-06-19	9	43.35	-134.59	284.06		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43.346	-134.593	WNW3/4W													
1904-06-19	10	43.48	-134.86	284.06		14.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43.479	-134.855	WNW3/4W	225	246	8	30.46	54	53		bc	ci s	5			
1904-06-19	11	43.58	-135.06	284.06		11.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43.581	-135.056	WNW3/4W													
1904-06-19	12	43.68	-135.26	284.06		11.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43 41 4 N	135 15 37 W	WNW3/4W	225	246	13	30.44	54	52		bc	ci s	5			
1904-06-19	13	43.8	-135.43	284.06		11.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43.802	-135.431	WNW3/4W													
1904-06-19	14	43.91	-135.6	281.25		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			43.909	-135.603	WxN	225	246	13	30.37	55	53	51	bc	cu	5			
1904-06-19	15	44.02	-135.78	281.25		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.016	-135.778	WxN													
1904-06-19	16	44.12	-135.95	281.25		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.124	-135.952	WxN	225	246	19	30.33	54	53	52	bc	cu	8			
1904-06-19	17	44.23	-136.12	281.25		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.23	-136.123	WxN													
1904-06-19	18	44.34	-136.3	281.25		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.339	-136.301	WxN	225	246	19	30.26	52	54	54	ocd	n	0			
1904-06-19	19	44.44	-136.47	281.25		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.443	-136.469	WxN													
1904-06-19	20	44.54	-136.62	281.25		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44 32 28 N	136 37 22 W	WxN	225	246	13	30.24	52	52	52	om	n	0			
1904-06-19	21	44.64	-136.8	281.25		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.638	-136.804	WxN													
1904-06-19	22	44.74	-136.99	281.25		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.736	-136.985	WxN	248	268	13	30.23	51	50	50	ocm	n	0			
1904-06-19	23	44.84	-137.17	281.25		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.836	-137.172	WxN													
1904-06-19	24	44.93	-137.35	281.25		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0010.JPG	 			44.932	-137.352	WxN	281	302	13	30.22	51	50	50	oc	n	0			
1904-06-20	1	45.03	-137.53	281.25		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.027	-137.53	WxN													
1904-06-20	2	45.12	-137.71	281.25		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.123	-137.709	WxN	281	302	19	30.20	48	48	50	oc	n	0			
1904-06-20	3	45.22	-137.89	281.25		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.22	-137.892	WxN													
1904-06-20	4	45.32	-138.08	281.25		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.318	-138.077	WxN	281	302	19	30.19	48	48	49	oc	n	0			
1904-06-20	5	45.41	-138.26	281.25		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.414	-138.256	WxN													
1904-06-20	6	45.51	-138.44	281.25		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.51	-138.438	WxN	281	302	19	30.19	48	46	48	oc	n	0			
1904-06-20	7	45.61	-138.62	281.25		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.608	-138.624	WxN													
1904-06-20	8	45.7	-138.81	281.25		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	0800: Clocks back 18 min			45 42 16 N	138 48 22 W	WxN	281	302	19	30.20	48	46	50	oc	n				
1904-06-20	9	45.77	-139.02	281.25		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.769	-139.015	WxN										0			
1904-06-20	10	45.83	-139.22	281.25		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.831	-139.218	WxN	281	302	19	30.22	47	45	48	oc	n				
1904-06-20	11	45.9	-139.43	281.25		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			45.896	-139.428	WxN													
1904-06-20	12	45.98	-139.69	281.25		12.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	1200: W3/4N			45 59N	139 41 24 W	WxN	281	303	24	30.22	48	47	48	oc	n	8			
1904-06-20	13	46.08	-139.87	278.44		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.079	-139.872	W3/4N													
1904-06-20	14	46.18	-140.05	278.44		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.175	-140.054	W3/4N	281	303	13	30.21	47	47	48	bc	cu	5			
1904-06-20	15	46.27	-140.24	278.44		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.272	-140.239	W3/4N													
1904-06-20	16	46.37	-140.42	278.44		9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.366	-140.417	W3/4N	281	303	19	30.20	47	47	48	bc	cu n	5			
1904-06-20	17	46.46	-140.59	278.44		8.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.457	-140.588	W3/4N													
1904-06-20	18	46.55	-140.76	278.44		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.548	-140.756	W3/4N	259	281	19	30.18	46	44	44	oc	cu n	0			
1904-06-20	19	46.64	-140.93	278.44		8.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.64	-140.93	W3/4N													
1904-06-20	20	46.72	-141.06	278.44		6.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46 43N	141 3 54 W	W3/4N	270	292	13	30.20	46	44	47	oc	cu n	0			
1904-06-20	21	46.77	-141.2	278.44		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.765	-141.196	W3/4N													
1904-06-20	22	46.82	-141.34	278.44		7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.818	-141.336	W3/4N	270	292	19	30.20	46	45	47	oc	n	0			
1904-06-20	23	46.87	-141.48	278.44		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.871	-141.479	W3/4N													
1904-06-20	24	46.92	-141.62	278.44		7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0011.JPG	 			46.924	-141.619	W3/4N	270	292	19	30.19	42	45	46	oc	n	0			
1904-06-21	1	46.98	-141.76	278.44		7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			46.976	-141.759	W3/4N													
1904-06-21	2	47.03	-141.9	278.44		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.03	-141.904	W3/4N	270	292	13	30.19	46	45	46	oc	cu n	0			
1904-06-21	3	47.08	-142.05	278.44		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.082	-142.046	W3/4N													
1904-06-21	4	47.14	-142.19	278.44		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.136	-142.19	W3/4N	259	281	19	30.18	46	45	46	oc	cu n	0			
1904-06-21	5	47.19	-142.34	278.44		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.191	-142.337	W3/4N													
1904-06-21	6	47.24	-142.48	278.44		7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.243	-142.478	W3/4N	259	281	16	30.18	44	43	47	oc	cu n	0			
1904-06-21	7	47.3	-142.62	278.44		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.296	-142.621	W3/4N													
1904-06-21	8	47.35	-142.77	278.44		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.352	-142.77	W3/4N	259	281	16	30.18	43	43	46	oc	cu n	0			
1904-06-21	9	47.4	-142.91	278.44		7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.404	-142.911	W3/4N													
1904-06-21	10	47.46	-143.07	278.44		7.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.462	-143.067	W3/4N	270	292	19	30.20	46	46	46	oc	cu n	0			
1904-06-21	11	47.55	-143.29	278.44		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.546	-143.289	W3/4N													
1904-06-21	12	47.61	-143.46	278.44		8.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	1200: W3/8N			47 36 30 N	143 27 24 W	W3/4N	270	292	13	30.20	47	46	46	oc	cu n	0			
1904-06-21	13	47.69	-143.65	274.22		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.685	-143.654	W3/8N													
1904-06-21	14	47.76	-143.85	274.22		9.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.761	-143.849	W3/8N	270	292	13	30.22	46	44	44	oc	cu n	0			
1904-06-21	15	47.84	-144.05	274.22		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.837	-144.047	W3/8N													
1904-06-21	16	47.91	-144.24	274.22		9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.913	-144.241	W3/8N	259	281	13	30.22	46	44	44	oc	cu n	0			
1904-06-21	17	47.99	-144.43	274.22		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			47.987	-144.433	W3/8N													
1904-06-21	18	48.06	-144.63	274.22		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			48.063	-144.632	W3/8N	248	270	13	30.20	44	43	44	oc	cu n	0			
1904-06-21	19	48.14	-144.83	274.22		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			48.14	-144.831	W3/8N													
1904-06-21	20	48.22	-145.03	274.22		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			48 13N	145 1 48 W	W3/8N	248	270	13	30.20	44	43	44	oc	n	0			
1904-06-21	21	48.29	-145.23	274.22		9.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0012.JPG	 			48.294	-145.228	W3/8N													
