YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	Amount	People	Ships
1916-05-24	11	38.07	-123.26	296.72		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	293	311	13	29.99	56	55	bcz	Ci Cu	3		
1916-05-24	12	38.13	-123.35	296.72		6.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 			38 8N	123 21W	NWxW5/8W	293	311	13	30.00	57	55	bcz	Ci Cu	3		
1916-05-24	13	38.21	-123.45	296.72		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	304	322	19	30.02	57	55	bcz	Ci Cu	4		
1916-05-24	14	38.26	-123.51	296.72		4.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	304	322	19	30.04	57	53	bcz	Ci Cu	3		
1916-05-24	15	38.32	-123.58	296.72		5.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	304	322	19	30.05	56	54	bcz	Ci Cu	4		
1916-05-24	16	38.37	-123.65	296.72		4.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	304	322	19	30.06	56	55	bcz	Ci Cu	4		
1916-05-24	17	38.44	-123.74	296.72		5.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	293	311	19	30.07	54	54	bcz	Ci Cu	4		
1916-05-24	18	38.50	-123.82	296.72		5.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	293	311	13	30.07	56	55	bcz	Ci Cu	3		
1916-05-24	19	38.57	-123.91	296.72		6.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	315	333	13	30.11	59	57	bcz	Ci Cu	3		
1916-05-24	20	38.64	-124.00	296.72		5.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 			38 38 30 N	124W	NWxW5/8W	315	333	13	30.12	56	55	bcz	Ci Cu	3		
1916-05-24	21	38.71	-124.09	296.72		5.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	315	333	13	30.15	55	53	bcz	Ci	3		
1916-05-24	22	38.78	-124.19	296.72		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	315	333	13	30.18	54	53	bcz	Cu	3		
1916-05-24	23	38.85	-124.28	296.72		6.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	315	333	13	30.19	54	53	bcz	Cu	3		
1916-05-24	24	38.92	-124.38	296.72		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0112.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0113.JPG	 					NWxW5/8W	315	333	13	30.20	54	53	bcz	Cu	4		
1916-05-25	1	39.00	-124.49	296.72		7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					NWxW5/8W	315	333	13	30.20	54	53	bc	Cu	2		
1916-05-25	2	39.08	-124.61	296.72		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					NWxW5/8W	315	333	13	30.20	54	53	bc	Cu	5		
1916-05-25	3	39.17	-124.73	296.72		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					NWxW5/8W	315	333	13	30.20	54	53	bc	Cu	8		
1916-05-25	4	39.26	-124.85	296.72		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					NWxW5/8W	315	333	13	30.20	53	52	oc	Ci S	10		
1916-05-25	5	39.35	-124.97	296.72		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					NWxW5/8W	315	333	8	30.20	54	53	oc	N	10		
1916-05-25	6	39.44	-125.09	296.72		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					NWxW5/8W	315	333	8	30.22	54	53	oc	S Cu	10		
1916-05-25	7	39.53	-125.21	296.72		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					NWxW5/8W	315	333	8	30.25	55	54	oc	S Cu	10		
1916-05-25	8	39.62	-125.33	296.72		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 			39 37N	125 20W	NWxW5/8W	315	333	8	30.27	56	55	bc	S Cu	7		
1916-05-25	9	39.72	-125.46	296.72		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	0914: WNW1/8W.					NWxW5/8W	315	333	8	30.28	57	55	oc	S Cu	10		
1916-05-25	10	39.82	-125.62	291.09		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.29	57	55	oc	S Cu	10		
1916-05-25	11	39.93	-125.78	291.09		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.31	57	55	oc	S Cu	10		
1916-05-25	12	40.05	-125.97	291.09		10.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 Set clocks back 16 minutes.			40 3N	125 58W	WNW1/8W	315	333	8	30.32	57	55	bc	S Cu	8		
1916-05-25	13	40.13	-126.09	291.09		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.32	59	57	bc	S Cu	7		
1916-05-25	14	40.21	-126.21	291.09		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.32	61	59	bc	S Cu	6		
1916-05-25	15	40.29	-126.34	291.09		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.32	62	59	bc	S Cu	6		
1916-05-25	16	40.37	-126.46	291.09		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.32	63	59	bc	S Cu	5		
1916-05-25	17	40.45	-126.58	291.09		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.32	63	59	bc	Cu N	6		
1916-05-25	18	40.53	-126.70	291.09		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.32	62	59	bc	Cu N	6		
1916-05-25	19	40.60	-126.83	291.09		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.32	64	59	bc	S Cu	8		
1916-05-25	20	40.68	-126.95	291.09		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 			40 41N	126 57W	WNW1/8W	315	333	8	30.33	63	58	bc	S Cu	8		
1916-05-25	21	40.78	-127.09	291.09		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.33	58	56	bc	S Cu	9		
1916-05-25	22	40.87	-127.23	291.09		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.34	56	54	bc	S Cu	9		
1916-05-25	23	40.97	-127.38	291.09		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	333	8	30.34	54	53	bc	S Cu	8		
1916-05-25	24	41.06	-127.52	291.09		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0114.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0115.JPG	 					WNW1/8W	315	335	8	30.34	53	52	bc	S Cu	9		
1916-05-26	1	41.16	-127.67	291.09		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0117.JPG	 					WNW1/8W	315	335	8	30.34	53	52	oc	Ci S	10		
