YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Clear	Ships	Other
1902-08-31	21	51.7	-158.89	E3/4S		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	 			51.701	-158.887	E3/4S				29.54								
1902-08-31	22	51.63	-158.67	E3/4S		9.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	 			51.634	-158.667	E3/4S	90	109	16	29.50	48	47		oqr	cum nim	0		
1902-08-31	23	51.57	-158.44	E3/4S		9.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	 			51.565	-158.44	E3/4S				29.46								
1902-08-31	24	51.5	-158.22	E3/4S		9.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0074.JPG	 			51.498	-158.221	E3/4S	90	109	16	29.40	48	47		oqr	cum nim	0		
1902-09-01	1	51.43	-158.01	E3/4S		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.433	-158.007	E3/4S				29.36								
1902-09-01	2	51.37	-157.8	E3/4S		8.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.371	-157.804	E3/4S	68	86	19	29.31	49	47		opq	cum nim	0		
1902-09-01	3	51.32	-157.63	E3/4S		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.317	-157.626	E3/4S				29.26								
1902-09-01	4	51.27	-157.45	E3/4S		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.265	-157.453	E3/4S	68	86	19	29.26	49	47		opq	cum nim	0		
1902-09-01	5	51.21	-157.26	E3/4S		7.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.208	-157.263	E3/4S				29.22								
1902-09-01	6	51.15	-157.09	E3/4S		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.154	-157.088	E3/4S	68	86	19	29.20	54	53		opq	cum nim	0		
1902-09-01	7	51.11	-156.95	E3/4S		5.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.112	-156.946	E3/4S				29.18								
1902-09-01	8	51.07	-156.8	E3/4S		6.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.067	-156.795	E3/4S	45	64	19	29.18	56	54		opq	cum nim	0		
1902-09-01	9	51.01	-156.62	E3/4S		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			51.013	-156.618	E3/4S	22	42	13	29.16								
1902-09-01	10	50.95	-156.41	E3/4S		8.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	"1030: set clocks ahead 20 min 1030: Barometer steady at 29.16, lowest point recorded. Vessel apparently in center of cyclonic disturbance at 9:10."			50.95	-156.413	E3/4S	11	30	13	29.16	56	54		om	cum str	0		"1030: set clocks ahead 20 min 1030: Barometer steady at 29.16, lowest point recorded. Vessel apparently in center of cyclonic disturbance at 9:10."
1902-09-01	11	50.91	-156.28	E3/4S		5.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.911	-156.281	E3/4S	360	19	13	29.16								
1902-09-01	12	50.85	-156.08	E3/4S		8.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	Noon: ExS			50 51N	 156 5W	E3/4S	349	8	13	29.16	56	54		of	cum str	0		
1902-09-01	13	50.8	-155.85	ExS		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.8	-155.848	ExS				29.18								
1902-09-01	14	50.75	-155.61	ExS		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.749	-155.609	ExS	315	334	8	29.21	53	52		ocpm	nim	0		
1902-09-01	15	50.7	-155.37	ExS		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.697	-155.367	ExS				29.24								
1902-09-01	16	50.64	-155.12	ExS		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.643	-155.122	ExS	315	334	13	29.25	54	53		bc	cum nim	2		
1902-09-01	17	50.59	-154.87	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.585	-154.867	ExS				29.27								
1902-09-01	18	50.53	-154.62	ExS		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.53	-154.618	ExS	315	334	13	29.29	56	54		bc	cum nim	2		
1902-09-01	19	50.47	-154.36	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.472	-154.364	ExS				29.30								
1902-09-01	20	50.42	-154.11	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.415	-154.111	ExS	270	289	19	29.34	56	54		bc	cum nim	5		
1902-09-01	21	50.36	-153.86	ExS		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.359	-153.862	ExS				29.36								
1902-09-01	22	50.3	-153.61	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.302	-153.609	ExS	225	244	13	29.38	54	52		oc	cum nim	0		
1902-09-01	23	50.24	-153.36	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.243	-153.355	ExS				29.38								
1902-09-01	24	50.18	-153.1	ExS		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0075.JPG	 			50.184	-153.098	ExS	225	246	13	29.40	50	49		bc	cum nim	3		
1902-09-02	1	50.13	-152.85	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			50.127	-152.846	ExS												
1902-09-02	2	50.07	-152.6	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			50.069	-152.595	ExS	225	246	13	29.44	49	48		bc	cum nim	4		
1902-09-02	3	50.01	-152.34	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			50.012	-152.343	ExS												
1902-09-02	4	49.95	-152.09	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.954	-152.09	ExS	202	224	13	29.47	50	48		bc	cum nim	3		
1902-09-02	5	49.9	-151.84	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.896	-151.839	ExS												
1902-09-02	6	49.84	-151.59	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.838	-151.587	ExS	202	224	13	29.54	52	52		bc	cum nim	2		
1902-09-02	7	49.78	-151.33	ExS		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.778	-151.33	ExS												
1902-09-02	8	49.72	-151.07	ExS		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.717	-151.072	ExS	202	224	13	29.60	53	52		bc	cum	1		
1902-09-02	9	49.66	-150.83	ExS		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.661	-150.826	ExS												
1902-09-02	10	49.63	-150.65	ExS		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.632	-150.65	ExS	202	224	13	29.66	53	52		bc	str	3		
1902-09-02	11	49.58	-150.4	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.575	-150.401	ExS												
1902-09-02	12	49.52	-150.15	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49 31N	 150 9W	ExS	225	246	13	29.72	55	53		bc	cum nim	2		
1902-09-02	13	49.43	-149.92	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.428	-149.92	ExS												
1902-09-02	14	49.34	-149.69	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.34	-149.691	ExS	248	268	13	29.79	58	56		bc	cir cum	7		
1902-09-02	15	49.25	-149.46	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.25	-149.459	ExS												
1902-09-02	16	49.16	-149.23	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.161	-149.229	ExS	248	268	13	29.87	57	55		bc	cir cum	6		
1902-09-02	17	49.07	-149	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			49.071	-148.998	ExS												
1902-09-02	18	48.98	-148.77	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			48.983	-148.771	ExS	248	268	13	29.88	56	54		bc	cir cum	7		
1902-09-02	19	48.89	-148.54	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			48.894	-148.541	ExS												
1902-09-02	20	48.81	-148.31	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			48.805	-148.314	ExS	248	268	13	29.92	53	52		b		10		
1902-09-02	21	48.72	-148.09	ExS		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			48.717	-148.09	ExS												
1902-09-02	22	48.63	-147.87	ExS		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			48.63	-147.866	ExS	248	268	13	29.97	51	49		bc	cir cum	6		
1902-09-02	23	48.54	-147.64	ExS		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			48.542	-147.642	ExS												
1902-09-02	24	48.45	-147.41	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0076.JPG	 			48.453	-147.414	ExS	248	268	13	30.02	50	48		bc	cir cum	6		
1902-09-03	1	48.37	-147.19	ExS		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			48.365	-147.191	ExS												
1902-09-03	2	48.28	-146.97	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			48.277	-146.967	ExS	248	268	13	30.04	54	52		bc	cir cum	8		
1902-09-03	3	48.19	-146.74	ExS		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			48.186	-146.738	ExS												
1902-09-03	4	48.1	-146.51	ExS		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			48.098	-146.514	ExS	248	268	13	30.08	54	52		bc	cir cum	5		
1902-09-03	5	48.01	-146.29	ExS		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			48.01	-146.293	ExS												
1902-09-03	6	47.92	-146.07	ExS		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.923	-146.072	ExS	225	247	8	30.13	54	52		bc	cir cum	9		
1902-09-03	7	47.83	-145.85	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.833	-145.847	ExS												
1902-09-03	8	47.74	-145.62	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.744	-145.623	ExS	225	247	8	30.18	56	54		bc	cir cum	7		
1902-09-03	9	47.66	-145.4	ExS		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.656	-145.403	ExS												
1902-09-03	10	47.6	-145.25	ExS		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.596	-145.248	ExS	225	247	8	30.23	58	56		bc	cir cum	7		
1902-09-03	11	47.51	-145.02	ExS		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.506	-145.023	ExS												
1902-09-03	12	47.42	-144.8	ExS		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	Noon: ExS1/4S			47 25N	144 48W	ExS	225	247	8	30.28	59	56		bc	cir cum	6		
1902-09-03	13	47.33	-144.56	ExS1/4S		11.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.333	-144.562	ExS1/4S												
1902-09-03	14	47.25	-144.32	ExS1/4S		11.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.246	-144.317	ExS1/4S	225	247	13	30.28	59	56		bc	cir cum	8		
1902-09-03	15	47.16	-144.08	ExS1/4S		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.162	-144.082	ExS1/4S												
1902-09-03	16	47.08	-143.85	ExS1/4S		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			47.08	-143.848	ExS1/4S	202	224	13	30.28	59	56		bc	cir cum	4		
1902-09-03	17	47	-143.62	ExS1/4S		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			46.998	-143.615	ExS1/4S												
1902-09-03	18	46.92	-143.38	ExS1/4S		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0077.JPG	 			46.915	-143.381	ExS1/4S	202	224	13	30.27	59	57		bc	str	1		
