YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Weather	Clouds	Amount	Ships
1903-07-01	20	53.98	-178.83	73.12		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	 			53 59N	178 50W	exn 1/2 n	45	54	5	30.14		48	47	ocd	n	10	
1903-07-01	21	54.03	-178.51	73.12		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	 			54.0333	-178.506	exn 1/2 n	45	54	5	30.14		48	47	ocd	n	10	
1903-07-01	22	54.08	-178.18	73.12		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	 			54.0831	-178.18	exn 1/2 n	45	54	5	30.14		48	47	oc	n	10	
1903-07-01	23	54.13	-177.85	73.12		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	 			54.1332	-177.849	exn 1/2 n	45	54	5	30.14		47	46	oc	n	10	
1903-07-01	24	54.18	-177.52	73.12		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0243.JPG	 			54.1832	-177.52	exn 1/2 n	45	54	5	30.13		47	46	oc	n	10	
1903-07-02	1	54.23	-177.2	73.12		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.2328	-177.197	exn 1/2 n	45	54	5	30.12		47	46	oc	n	10	
1903-07-02	2	54.28	-176.87	73.12		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.2824	-176.873	exn 1/2 n	45	54	5	30.10		46	45	oc	n	10	
1903-07-02	3	54.33	-176.54	73.12		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.3327	-176.537	exn 1/2 n	22	32	5	30.10		47	46	ocfd		10	
1903-07-02	4	54.38	-176.21	73.12		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.3823	-176.212	exn 1/2 n	22	32	5	30.10		47	46	oc	n	10	
1903-07-02	5	54.43	-175.87	73.12		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.4329	-175.87	exn 1/2 n	22	32	2	30.10		47	46	oc	n	10	
1903-07-02	6	54.48	-175.54	73.12		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.4831	-175.536	exn 1/2 n	22	32	2	30.08		47	46	oc	n	10	
1903-07-02	7	54.53	-175.2	73.12		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5332	-175.202	exn 1/2 n	22	32	2	30.10		47	46	oc	n	10	
1903-07-02	8	54.58	-174.87	73.12		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	0810: Stopped 0815: Got Underway			54 35N	174 52W	exn 1/2 n	22	32	2	30.10		47	46	oc	n	10	
1903-07-02	9	54.58	-174.53	73.12		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5846	-174.525	exn 1/2 n	0	0	0	30.10		48	47	oc	n	10	
1903-07-02	10	54.59	-174.17	73.12		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5864	-174.172	exn 1/2 n	0	0	0	30.10		48	47	oc	n	10	
1903-07-02	11	54.59	-173.82	73.12		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5881	-173.82	exn 1/2 n	0	0	0	30.08		48	47	oc	n	10	
1903-07-02	12	54.58	-173.63	73.12		5.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	1225: E 1/2 N Noon: -28 minutes due to travelling east			54 35N	173 38W	exn 1/2 n	0	0	0	30.08		48	47	oc	n	10	
1903-07-02	13	54.58	-173.3	80		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5792	-173.304	80	90	99	2	30.09		48	47	bc	cun	8	
1903-07-02	14	54.56	-172.98	84.38		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.561	-172.982	e 1/2 n	90	99	2	30.08		48	47	oc	n	10	
1903-07-02	15	54.54	-172.63	84.38		12.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5405	-172.629	e 1/2 n	90	99	2	30.07		48	47	oc	n	10	
1903-07-02	16	54.52	-172.29	84.38		11.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5211	-172.291	e 1/2 n	90	99	2	30.07		49	48	oc	n	10	
1903-07-02	17	54.5	-171.96	84.38		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.5019	-171.955	e 1/2 n	135	144	5	30.07		48	47	oc	n	10	
1903-07-02	18	54.48	-171.63	84.38		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	1800: E 1/8 N			54.4831	-171.626	e 1/2 n	135	144	5	30.06		47	46	oc	n	10	
1903-07-02	19	54.45	-171.3	88.59		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.45	-171.297	e 1/8 n	135	149	5	30.09		47	46	oc	n	10	
1903-07-02	20	54.42	-170.97	88.59		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54 25N	170 58W	e 1/8 n	135	149	5	30.11		47	46	oc	n	10	
1903-07-02	21	54.38	-170.64	88.59		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.3837	-170.642	e 1/8 n	112	126	5	30.12		46	45	oc	n	10	
1903-07-02	22	54.35	-170.31	88.59		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.3499	-170.312	e 1/8 n	112	126	5	30.14		46	45	oc	n	10	
1903-07-02	23	54.32	-169.99	88.59		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.3178	-169.993	e 1/8 n	112	126	5	30.14		46	45	oc	n	10	
1903-07-02	24	54.28	-169.66	88.59		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0244.JPG	 			54.284	-169.664	e 1/8 n	112	126	8	30.12		46	45	oc	n	10	
1903-07-03	1	54.27	-169.35	84.38		11		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			54.2663	-169.349	e 1/2 n	90	104	8	30.12		48	47	oc	n	10	
1903-07-03	2	54.25	-169.03	84.38		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			54.248	-169.029	e 1/2 n	90	104	8	30.10		48	47	oc	n	10	
1903-07-03	3	54.23	-168.71	84.38		11.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			54.23	-168.711	e 1/2 n	90	104	8	30.10		48	47	oc		10	
1903-07-03	4	54.21	-168.39	84.38		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	0420: E 1/4 S			54.2117	-168.391	e 1/2 n	135	149	8	30.10		48	47	of		10	
1903-07-03	5	54.18	-168.12	90		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			54.182	-168.117	90	135	149	5	30.11		43	42	of		10	
1903-07-03	6	54.14	-167.84	92.81		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	0600: E 3/4 S			54.1436	-167.841	e 1/4 s	135	149	5	30.11		42	41	of		10	
1903-07-03	7	54.1	-167.61	98.44		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			54.0996	-167.613	e 3/4 s	180	194	5	30.14		42	41	of		10	
1903-07-03	8	54.05	-167.36	98.44		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	0845: ENE 0854: Cape Makushin abeam			54.0481	-167.356	e 3/4 s	180	194	5	30.16		43	42	of		10	
1903-07-03	9	54.01	-167.06	91		10.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			54.0117	-167.062	91	68	82	2	30.16		45	44	bc	cum	10	
1903-07-03	10	54.03	-166.73	73.12		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	1018: off Cape Cheerful			54.03	-166.73	exn 1/2 n	68	82	2	30.17		46	45	bc	cum	10	
1903-07-03	11	53.97	-166.58	888		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	1100: Stopped			53.97	-166.58	v	68	82	2	30.14		49	48	bc	cum	8	
1903-07-03	12	53.97	-166.58			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	"Noon: Eider Point, SxW, 1 mile"			53.97	-166.58	v	292	306	2	30.14		49	48	bc	cum	8	
1903-07-03	13	53.97	-166.58			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	1310: Got Underway			53.97	-166.58	v											
1903-07-03	14	53.91	-166.47	180		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	"1420: Anchored, Dutch Harbor"			53.91	-166.47	S											
1903-07-03	15	53.9	-166.51	191.25		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505	SxW											
1903-07-03	16	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505		135	149	5	30.10		50	49	od	n	10	
1903-07-03	17	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505												
1903-07-03	18	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505												
1903-07-03	19	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505												
1903-07-03	20	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505		135	149	5	30.09		48	47	oc	n	10	
1903-07-03	21	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505												
1903-07-03	22	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505												
1903-07-03	23	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505												
1903-07-03	24	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0245.JPG	 			53.8981	-166.505		135	149	2	30.08		46	45	oc	n	10	
1903-07-04	1	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505												
1903-07-04	2	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505												
1903-07-04	3	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505												
1903-07-04	4	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505		90	104	2	30.10		47	46	oc	n	10	
1903-07-04	5	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505												
1903-07-04	6	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505												
1903-07-04	7	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505												
1903-07-04	8	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505		270	284	2	30.05		46	45	oc	n	10	
1903-07-04	9	53.9	-166.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/4034/24403437/content/dc-metro/rg-026/585454/0001-A1/Manning-1903/Manning-1903_0246.JPG	 			53.8981	-166.505												
