YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	Amount	People	Ships	Other
1912-05-17	4	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78		360	26	2	30.07	44	bcf	as	9			
1912-05-17	5	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78												
1912-05-17	6	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78												
1912-05-17	7	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78												
1912-05-17	8	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78		360	26	2	30.00	46	bcf	as	8			
1912-05-17	9	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78												
1912-05-17	10	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78												
1912-05-17	11	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.55	-145.78												
1912-05-17	12	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	Noon: Cordova			60.55	-145.78		0	0	0	29.94	49	bcf	as	4			
1912-05-17	13	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	1315: Various down Orca Inlet and bay			60.55	-145.78												
1912-05-17	14	60.63	-145.73	888		5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.63	-145.73	v	158	184	0	29.96	55	bcz	ci s	2			
1912-05-17	15	60.6	-145.93	239.06		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	1512: SWxW1/4W			60.601	-145.928	SWxW1/4W	0	0	0	29.95	52	bcz	ci s	2			
1912-05-17	16	60.57	-146.13	239.06		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.5719	-146.129	SWxW1/4W	0	0	0	29.95	52	bcz	ci s	4			
1912-05-17	17	60.54	-146.34	239.06		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.5427	-146.337	SWxW1/4W	112	138	8	30.01	51	bc	cu	4			
1912-05-17	18	60.51	-146.54	239.06		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.5136	-146.538	SWxW1/4W	202	228	5	30.03	50	bc	cu	4			
1912-05-17	19	60.48	-146.73	239.06		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.4847	-146.732	SWxW1/4W	202	228	8	30.03	48	bc	cu	4			
1912-05-17	20	60.34	-146.75	171.56		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	"2000: SExE3/4E off Bear cape, P.W. Snd. 2050: Off Phipps Pt"			60.34	-146.75	S3/4E	202	228	8	30.00	48	bc	cu	4			
1912-05-17	21	60.34	-146.6	888		6.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.34	-146.6	v	202	228	8	30.01	48	bc	cu	4			
1912-05-17	22	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.34	-146.6												
1912-05-17	23	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.34	-146.6												
1912-05-17	24	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0146.JPG	 			60.34	-146.6		45	71	5	30.03	48	ocr	n	10			
1912-05-18	1	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0151.JPG	 			60.34	-146.6												
1912-05-18	2	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.34	-146.6												
1912-05-18	3	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.34	-146.6												
1912-05-18	4	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.34	-146.6		45	71	2	30.06	46	oc	as	10			
1912-05-18	5	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.34	-146.6												
1912-05-18	6	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.34	-146.6												
1912-05-18	7	60.34	-146.6			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	0705: 0720 cc SSW 0755 cc SxW3/4W			60.34	-146.6												
1912-05-18	8	60.3	-146.73	199.69		5.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	0805: Cruising during watch to Southward and Westward along shores on Montaguie Is keeping lookout for Barge !Hayden Brown! or wreckage.			60.2967	-146.731	SxW3/4W	315	341	2	30.11	48	bc	s cu	8			
1912-05-18	9	60.22	-146.94	199.69		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.2186	-146.94	SxW3/4W	315	341	2	30.11	47	bc	s cu	6			
1912-05-18	10	60.14	-147.14	199.69		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.1439	-147.14	SxW3/4W	315	341	2	30.12	47	bc	s cu	4			
1912-05-18	11	60.03	-147.21	165.94		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			60.0311	-147.205	SxE1/4E	22	48	2	30.11	54	bc	s cu	3			
1912-05-18	12	59.92	-147.27	165.94		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	1200: SSW1/2W Noon: Cape Hinchenbrook Lh NE 26.5mi			59.92	-147.27	SxE1/4E	22	48	2	30.08	55	bc	s cu	7			
1912-05-18	13	59.84	-147.38	205.31		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.8383	-147.38	SSW1/4W	22	48	5	30.09	48	bc	s cu	5			
1912-05-18	14	59.76	-147.59	205.31		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	1405: SWxW			59.7596	-147.585	SSW1/4W	22	48	10	30.06	48	bc	s cu	6			
1912-05-18	15	59.74	-147.8	234		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	"1514: W1/2N 1540 cc NW1/2W Rounding Cape Cleare, Mountague Is"			59.7394	-147.802	234	22	48	19	30.03	48	bc	s cu	6			
1912-05-18	16	59.8	-147.96	272		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.8	-147.96	272	22	48	24	29.99	48	bc	s cu	8			
1912-05-18	17	59.86	-147.93	888		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.8598	-147.93	v	22	48	24	30.05	50	bc	s cu	8			
1912-05-18	18	59.94	-147.82	888		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	"1815: Stood into Hanning Bay, Montague Is"			59.9385	-147.82	v	22	48	19	30.08	50	bc	s cu	8			
1912-05-18	19	59.97	-147.69	888		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.97	-147.69	v											
1912-05-18	20	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.97	-147.69		68	94	13	30.04	52	ocr	n	10			
1912-05-18	21	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.97	-147.69												
1912-05-18	22	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.97	-147.69												
1912-05-18	23	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.97	-147.69												
1912-05-18	24	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0147.JPG	 			59.97	-147.69		22	48	5	30.07	52	oc	as	10			
1912-05-19	1	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	2	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	3	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	4	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69		0	0	0	29.95	52	bc	cu	8			
1912-05-19	5	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	6	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	7	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	8	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69		0	0	0	29.93	55	bc	cu	8			
1912-05-19	9	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	10	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	11	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	12	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	"Noon: Hanning Bay, Montague Is"			59.97	-147.69		338	4	2	29.99	56	bc	cu	8			
1912-05-19	13	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	14	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	15	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	16	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69		338	4	5	30.00	56	bc	ci s	8			
1912-05-19	17	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	18	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	19	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69												
1912-05-19	20	59.97	-147.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0154.JPG	 			59.97	-147.69		338	4	2	29.98	56	oc	as	10			
