YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	Amount	Flora&Fauna	Ships
1909-09-20	23	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0270.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0270.JPG	 			56.567												
1909-09-20	24	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0270.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0270.JPG	 			56.567			360	15	5	30.28	41	bcp	n	4		
1909-09-21	1	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.567												
1909-09-21	2	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.567												
1909-09-21	3	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.567												
1909-09-21	4	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.567			360	15	1	30.26	41	bcr	n	5		
1909-09-21	5	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.567												
1909-09-21	6	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.567												
1909-09-21	7	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.567												
1909-09-21	8	56.57	-169.68			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	0835: WxS.			56.57			360	15	1	30.27	41	bc	s cu	5		
1909-09-21	9	56.63	-169.71	wxs		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	0915: Dalnoi Pt brg S 1mi cc E			56.63			338	352	5	30.56	43	bc	a cu	8		
1909-09-21	10	56.61	-169.6	96		4.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	1000: St George. 1040 underway NWxN			56 36 36 N			338	352	5	30.57	47	bc	a cu	8		
1909-09-21	11	56.65	-169.66	nwxn		4.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.652			338	352	5	30.25	44	bc	a cu	5		
1909-09-21	12	56.77	-169.77	nwxn		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56 46N			338	352	5	30.24	43	bc	cu	2		
1909-09-21	13	56.88	-169.96	nwxn		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.8827			304	319	5	30.24	43	bc	cu	2		
1909-09-21	14	57	-170.14	nwxn		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			56.9956			304	319	5	30.23	43	bc	cu	5		
1909-09-21	15	57.11	-170.33	nwxn		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	"1505: Village Cove, St Paul Id"			57.11			304	319	5	30.24	43	bc	a cu	8		
1909-09-21	16	57.13	-170.28	v		1.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13			270	285	5	30.26	44	bc	a cu	9		
1909-09-21	17	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13												
1909-09-21	18	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13												
1909-09-21	19	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13												
1909-09-21	20	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13			270	285	5	30.28	42	bc	a cu	6		
1909-09-21	21	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13												
1909-09-21	22	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13												
1909-09-21	23	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13												
1909-09-21	24	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0271.JPG	 			57.13			888	888	2	30.30	50	bc	cu	8		
1909-09-22	1	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	2	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	3	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	4	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13			360	15	1	30.30	48	bc	cu	4		
1909-09-22	5	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	6	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	7	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	8	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13			0	0	0	30.29	57	bc	cu	5		
1909-09-22	9	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	10	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	11	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	12	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	"Noon: Village Cove, St Paul Id"			57.13			270	285	2	30.34	56	bc	fr cu	7		
1909-09-22	13	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	14	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	15	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	16	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13			248	262	2	30.32	48	bc	ci cu	8		
1909-09-22	17	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	18	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	19	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	20	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13			259	274	2	30.30	46	bc	a cu	7		
1909-09-22	21	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	22	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	23	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13												
1909-09-22	24	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0272.JPG	 			57.13			270	285	2	30.28	46	bc	cu	4		
1909-09-23	1	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	2	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	3	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	4	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13			270	285	1	30.25	45	bc	cu	2		
1909-09-23	5	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	6	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	7	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	8	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13			112	128	2	30.20	44	bc	cu	5		
1909-09-23	9	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	10	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	11	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	12	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	"Noon: Village Cove, St Paul Id"			57.13			135	150	5	30.19	45	oc	a s	10		
1909-09-23	13	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	14	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	15	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	16	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13			101	116	5	30.10	48	oc	a s	10		
1909-09-23	17	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												1730: USRC Bear anchored
1909-09-23	18	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
1909-09-23	19	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0273.JPG	 			57.13												
