YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	Refueling
1913-02-12	5	33.23	-119.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.23	-119.43												
1913-02-12	6	33.23	-119.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	0640: underway			33.23	-119.43												
1913-02-12	7	33.24	-119.38	888		2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.2373	-119.384	v	315	331	5	30.32	53	53					
1913-02-12	8	33.3	-119.25	45		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33 18N	119 15W	NE	315	331	2	30.35	53	53	54	ocf	S	10	
1913-02-12	9	33.36	-119.13	45		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	0955: Stopped on Osborne Bank			33.3618	-119.126	NE	315	331	2	30.40	53	53		oc	S	10	
1913-02-12	10	33.41	-119.1	16.88		3.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	1015: ahead full speed			33.4073	-119.097	NxE1/2E	248	264	2	30.41	52	52	55	oc	S	10	
1913-02-12	11	33.49	-119.07	5.62		5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	1110: Stopped at Santa Barbara Island 1155: ahead full speed			33.4855	-119.066	N1/2E	248	264	5	30.41	55	54		bc	S.Cu	9	
1913-02-12	12	33.49	-119.03	67.5		2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	Noon: Santa Barbara Island			33.49	-119.03	ENE	270	286	5	30.38	61	59	55	bc	S.Cu	3	
1913-02-12	13	33.51	-118.87	67.5		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.5132	-118.873	ENE	270	286	2	30.38	55	55		bc	S.Cu	7	
1913-02-12	14	33.5	-118.72	84.38		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.4994	-118.715	E1/2N	270	286	2	30.37	57	56	56	bc	S.Cu	7	
1913-02-12	15	33.49	-118.56	84.38		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.4856	-118.557	E1/2N	270	286	2	30.37	60	59		bc	S	2	
1913-02-12	16	33.44	-118.41	101.25		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.435	-118.409	ExS	292	308	2	30.36	63	62	56	bc	S	1	
1913-02-12	17	33.36	-118.32	135		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	"1710: Easterly tangent ESE3/4E, Metropole Hotel Wharf SW1/4S 1710: came to anchor off Avalon, Catalina Island"			33.36	-118.32	SE	0	0	0	30.36	60	60		bc	Ci S	5	
1913-02-12	18	33.35	-118.32	888		0.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.35	-118.32	v	0	0	0	30.35	57	57	56	bc	Ci S	2	
1913-02-12	19	33.35	-118.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.34613	-118.32257												
1913-02-12	20	33.35	-118.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.34613	-118.32257		180	196	2	30.36	52	52	56	bc	S	1	
1913-02-12	21	33.35	-118.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.34613	-118.32257												
1913-02-12	22	33.35	-118.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	2225: underway			33.35	-118.32		202	218	2	30.36	50	50	56	b	'-	0	
1913-02-12	23	33.33	-118.3	115.31		2.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.3264	-118.296	SExE3/4E	124	140	2	30.37	48	48					
1913-02-12	24	33.25	-118.2	115.31		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_048.jpg				33.2477	-118.195	SExE3/4E	124	140	5	30.37	54	54	56	bc	S	1	
1913-02-13	1	33.16	-118.09	115.31		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				33.1637	-118.087	SExE3/4E	158	174	5	30.38	54	54		bc	S	4	
1913-02-13	2	33.08	-117.98	115.31		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				33.0797	-117.978	SExE3/4E	158	174	2	30.38	54	54	56	bc	S	9	
1913-02-13	3	33	-117.88	115.31		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				33	-117.876	SExE3/4E	45	61	5	30.39	54	54		bc	S	9	
1913-02-13	4	32.92	-117.78	115.31		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.9236	-117.778	SExE3/4E	45	61	2	30.40	53	53	56	bc	S	8	
1913-02-13	5	32.85	-117.68	115.31		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.8471	-117.68	SExE3/4E	45	61	2	30.41	53	53		bc	S	8	
1913-02-13	6	32.76	-117.57	115.31		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.7642	-117.574	SExE3/4E	360	16	2	30.41	52	52	56	oc	S	10	
1913-02-13	7	32.69	-117.48	115.31		7.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.6866	-117.475	SExE3/4E	338	354	5	30.41	52	52		ocf	S	10	
1913-02-13	8	32.65	-117.35	888		6.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.65	-117.352	v	338	354	5	30.41	52	52	56	bcf	S	9	
1913-02-13	9	32.65	-117.23	888		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	0935: anchored			32.65	-117.231	v											
1913-02-13	10	32.72	-117.18	888		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18	v	292	308	5	30.44	52	51	56	bc	S	1	
1913-02-13	11	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	12	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	"Noon: San Diego, Calif."			32.72	-117.18		292	308	5	30.42	55	54	56	bc	S	1	
1913-02-13	13	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	14	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	15	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	16	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18		270	286	5	30.38	60	59	54	bc	Ci	1	
1913-02-13	17	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	18	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	19	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	20	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18		270	286	2	30.38	55	55	54	b	'-	0	
1913-02-13	21	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	22	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	23	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18												
1913-02-13	24	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_049.jpg				32.72	-117.18		0	0	0	30.39	54	54	54	b	'-	0	
1913-02-14	1	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	2	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	3	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	4	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18		0	0	0	30.34	50	50	54	bf	Fog	6	
1913-02-14	5	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	6	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	7	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	8	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18		0	0	0	30.34	48	48	54	bz	'-	0	
1913-02-14	9	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	10	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	11	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	12	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	"Noon: San Diego, Calif."			32.72	-117.18		338	354	8	30.32	55	55	56	bc	Ci Cu	3	
1913-02-14	13	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	14	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	15	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18												
1913-02-14	16	32.72	-117.18			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/63/9192/6919263/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol107/26-159A-bear-vol107_050.jpg				32.72	-117.18		292	308	5	30.23	55	55	56	bc	S	2	
