YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	People	Ships	Other	
1919-03-08	12	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	"Noon: Bremerton, Wash"			47.55	-122.64		0	0	0	30.10	49	48		oc	aS	10				
1919-03-08	13	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64															
1919-03-08	14	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64		0	0	0	30.15	45	45		bc	Scu	9				
1919-03-08	15	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64															
1919-03-08	16	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64		0	0	0	30.17	46	45		bc	Scu	9				
1919-03-08	17	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64															
1919-03-08	18	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64		0	0	0	30.20	47	46		bc	Scu	9				
1919-03-08	19	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64															
1919-03-08	20	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64		0	0	0	30.26	46	46		bc	Scu	9				
1919-03-08	21	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64															
1919-03-08	22	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64		0	0	0	30.29	46	45		bc	Scu	9				
1919-03-08	23	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64															
1919-03-08	24	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0743.JPG	 			47.55	-122.64		0	0	0	30.32	46	45		bc	Scu	8				
1919-03-09	1	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0747.JPG	 			47.55	-122.64												"Top of Page: L. J. Meesmann, Lieut. (jg). R. L. Lucas, Captain."			
1919-03-09	2	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.32	45	45		bc	Scu	6				
1919-03-09	3	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	4	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.34	45	44		bc	Scu	6				
1919-03-09	5	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	6	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.38	44	44		bcf	Scu	8				
1919-03-09	7	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	8	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.40	41	41		bc	Scu	9				
1919-03-09	9	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	10	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.42	49	48		bc	Scu	9				
1919-03-09	11	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	12	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	"Noon: Bremerton, Wash"			47.55	-122.64		0	0	0	30.45	52	50		oc	Scu	10				
1919-03-09	13	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	14	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.44	52	51		ocd	Scu	10				
1919-03-09	15	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	16	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.43	53	52		bc	Scu	8				
1919-03-09	17	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	18	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		225	249	2	30.38	52	50		bc	aS	9				
1919-03-09	19	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	20	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.37	49	49		oc	Scu	10				
1919-03-09	21	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	22	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.35	48	48		oc	aS	10				
1919-03-09	23	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64															
1919-03-09	24	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0746.JPG	 			47.55	-122.64		0	0	0	30.34	48	46		oc	aS	10				
1919-03-10	1	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0749.JPG	 			47.55	-122.64												"Top of Page: R. L. Lucas, Captain. L. J. Meesmann, Lieut. (jg)."			
1919-03-10	2	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		0	0	0	30.32	46	46		oc	aS	10				
1919-03-10	3	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	4	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		202	226	2	30.23	44	44		ocr	aS	10				
1919-03-10	5	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	6	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		202	226	2	30.19	46	45		ocr	aS	10				
1919-03-10	7	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	8	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		202	226	2	30.14	48	48		ocr	a	10				
1919-03-10	9	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64												"9AM to 4PM: D. Sakurai, Cabin Steward, left on one days leave, granted by Commanding Officer."			
1919-03-10	10	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		225	249	5	30.04	49	48		ocd	Scu	10			9AM to 4 PM: Location Omitted quarters and drills on account of working on authorized repairs.	
1919-03-10	11	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	12	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	"Noon: Bremerton, Wash"			47.55	-122.64		0	0	0	30.00	49	49		ocd	aS	10				
1919-03-10	13	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	14	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		0	0	0	29.95	47	47		ocr	aS	10				
1919-03-10	15	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	16	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		0	0	0	29.92	48	47		ocd	aS	10				
1919-03-10	17	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	18	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		0	0	0	29.89	47	46		ocd	Scu	10				
1919-03-10	19	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	20	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		0	0	0	29.88	46	46		ocr	Scu	10				
1919-03-10	21	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	22	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		270	294	5	29.86	46	46		ocr	aS	10				
1919-03-10	23	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64															
1919-03-10	24	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0748.JPG	 			47.55	-122.64		315	339	5	29.86	46	46		ocr	aS	10				
1919-03-11	1	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0751.JPG	 			47.55	-122.64												"Top of Page: L. J. Meesmann Lieut. (jg). R. L. Lucas, captain."			
1919-03-11	2	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	 			47.55	-122.64		135	159	8	29.86	45	45		ocd	aS	10				
1919-03-11	3	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	 			47.55	-122.64															
1919-03-11	4	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	 			47.55	-122.64		90	114	5	29.86	45	45		ocd	aS	10				
1919-03-11	5	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	 			47.55	-122.64															
1919-03-11	6	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	 			47.55	-122.64		135	159	5	29.87	45	44		ocd	aS	10				
1919-03-11	7	47.55	-122.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0750.JPG	 			47.55	-122.64															
