YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	Flora&Fauna	People	Ships	Other		
1921-08-20	8	71.31	-156.81	180		2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.31	-156.81	s	248	282	5	29.99	39	39	50	ocf	s	10						
1921-08-20	9	71.31	-156.81			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.31	-156.81																	
1921-08-20	10	71.31	-156.81			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.31	-156.81		236	271	8	30.02	39	38	50	om	cu	10						
1921-08-20	11	71.31	-156.81			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	"1135h: Underway, course 230"			71.31	-156.81																	
1921-08-20	12	71.28	-156.97	230		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	"1210h: cc 210. 1250h cc 200. His noon position is well inland, moved him 18 minutes west."			71 17N	156 58W	230	180	215	2	30.03	40	40	50	bc	cu	9						
1921-08-20	13	71.25	-157.22	212		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.251	-157.222	212	180	215	5	30.00	40	41	50	bc	s	9						
1921-08-20	14	71.2	-157.43	200		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.1973	-157.426	200	158	192	5	30.00	45	45	45	oc	scu	10						
1921-08-20	15	71.15	-157.61	200		7.3	1530h: Passed through considerable drift ice last half.	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	1530h: Passed through considerable drift ice last half			71.1478	-157.613	200	158	192	5	30.00	42	42	40	oc	scu	10						
1921-08-20	16	71.09	-157.82	200		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.093	-157.82	200	135	170	5	30.00	42	42	38	bc	scu	9						
1921-08-20	17	71.04	-158.03	200		8	1700h to 1720h: 5:00 to 5:20 passed small quantity light drift ice. 1715h cc 216.	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.0361	-158.034	200	135	170	5	29.96	47	47	39	bc	scu	9						
1921-08-20	18	71	-158.29	211		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			71.001	-158.287	211	135	170	5	29.93	50	50	40	bc	cu	4						
1921-08-20	19	70.97	-158.57	216		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			70.9735	-158.574	216	135	170	5	29.92	52	52	40	bc	acu	7						
1921-08-20	20	70.95	-158.83	216		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	2000h: Outer Sea Horse Island abeam distant 6 miles.			70 57N	158 50W	216	158	192	8	29.91	52	51	42	bc	acu	5						
1921-08-20	21	70.93	-159.05	216		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			70.9324	-159.049	216	158	192	13	29.91	52	50	52	bc	s	7						
1921-08-20	22	70.92	-159.24	216		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			70.9187	-159.239	216	158	192	13	29.91	51	50	52	bc	s	8						
1921-08-20	23	70.91	-159.4	216		5.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	 			70.9103	-159.396	216	158	192	19	29.90	50	50	52	o 	s	10						
1921-08-20	24	70.9	-159.54	216		5.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0484.JPG	0000h: cc 193			70.9041	-159.539	216	158	192	19	29.90	51	50	52	o 	s	10						
1921-08-21	1	70.88	-159.65	193		5.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0487.JPG	0115h: cc 200			70.8781	-159.652	193	202	238	19	29.84	51	51	52	bc	scu	9						
1921-08-21	2	70.86	-159.77	200		5.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	0200h: Raised what appeared to be Wainwright Village; distant about 6 miles and on port beam (later found out to be Pt Belcher). cc 171.  0220h anchored. School house bearing 145.			70.8597	-159.77	200	202	238	19	29.84	51	51	52	ocm	cun	10						
1921-08-21	3	70.87	-159.79	171		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.87	-159.79	171	214	249	13	29.85	51	51	52	ocm	cun	10						
1921-08-21	4	70.87	-159.79			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.87	-159.79		214	249	13	29.87	50	50	52	ocmd	cun	10						
1921-08-21	5	70.87	-159.79			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	"0525h: Up anchor, steamed to southward."			70.87	-159.79																	
1921-08-21	6	70.83	-159.86	180		3.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	0625h: -			70.8287	-159.86	s	225	260	8	29.90	45	45	50	ocd	n	10						
1921-08-21	7	70.77	-159.96	180		5.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	"0705h: Underway, steamed to southward course 191."			70.7698	-159.958	s	248	282	8	29.92	46	46	50	ocm	n	10						
1921-08-21	8	70.72	-160.08	191		5.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70 43N	160 05W	191	270	305	8	29.94	47	47	52	ocm	n	10						
1921-08-21	9	70.67	-160.1	191.25		6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	0930h: Came to anchor off Wainwright.			70.6716	-160.095	sxw				29.98	44	44	54	om	s 	10						
1921-08-21	10	70.65	-160.05	191.25		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05	sxw	270	305	8	30.00	45	44	53	om	s 	10						
1921-08-21	11	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05																	
1921-08-21	12	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	"Noon: At anchor off Wainwright, Alaska"			70.65	-160.05		248	282	5	30.01	45	44	53	om	s 	10						
1921-08-21	13	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05																	
1921-08-21	14	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05		292	328	5	30.01	44	44	53	om	s 	10						
1921-08-21	15	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05																	
1921-08-21	16	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05		292	328	2	30.02	44	44	52	ocm	scu	10						
1921-08-21	17	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05																	
1921-08-21	18	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05		292	328	2	30.02	46	44	52	bc	cun	8						
1921-08-21	19	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05																	
1921-08-21	20	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05		338	12	2	30.01	48	45	53	bc	cun	7						
1921-08-21	21	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.65	-160.05																	
1921-08-21	22	70.65	-160.05			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	2230h: Underway course 244.			70.65	-160.05		45	80	5	30.02	45	44	52	bc	cun	9						
1921-08-21	23	70.67	-160.12	244		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	2359h: cc 213			70.668	-160.115	244	45	80	5	29.87	47	45	52	od	cun	10						
1921-08-21	24	70.69	-160.37	244		6.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0486.JPG	 			70.6871	-160.371	244	45	80	5	29.88	49	47	52	od	cun	10						
1921-08-22	1	70.64	-160.65	213		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0489.JPG	 			70.635	-160.647	213	68	102	2	29.98	47	47	52	ocr	n	10						
1921-08-22	2	70.59	-160.91	213		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			70.5863	-160.905	213	338	12	5	29.95	49	47	52	ocr	n	10						
1921-08-22	3	70.54	-161.18	213		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			70.5351	-161.175	213	338	12	6	29.92	49	46	50	ocr	n	10						
1921-08-22	4	70.48	-161.45	213		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	0445h: cc 305			70.4822	-161.453	213	338	12	8	29.90	47	45	49	ocd	n	10						
1921-08-22	5	70.48	-161.68	232		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	0530h: cc 227			70.4793	-161.676	232	338	12	13	29.89	46	44	48	ocd	n	10						
1921-08-22	6	70.54	-161.87	266		6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	0630h: cc 213			70.5355	-161.866	266	315	350	13	29.89	44	43	48	ocd	n	10						
1921-08-22	7	70.5	-162.16	220		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	"0740h: cc 195. working past Blossom Shoals, Icy Cape."			70.4985	-162.163	220	315	350	13	29.90	43	41	48	oc	n	10						
1921-08-22	8	70.43	-162.42	207		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			70 26N	162 25W	207	315	350	8	29.91	44	42	50	bc	cun	8						
1921-08-22	9	70.34	-162.67	195		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			70.3443	-162.67	195	315	350	5	29.91	46	44	50	bc	cu	8						
1921-08-22	10	70.24	-162.95	195		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			70.2449	-162.947	195	315	350	5	29.91	45	43	50	bc	cu	8						
1921-08-22	11	70.15	-163.21	195		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			70.1494	-163.213	195	292	328	5	29.92	44	42	50	bc	cu	9						
1921-08-22	12	70.06	-163.47	195		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			70.0577	-163.469	195	281	316	5	29.94	44	41	50	o 	cu	10						
1921-08-22	13	69.96	-163.73	195		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			69.9622	-163.733	195	270	305	5	29.97	45	42	51	oc	scu	10						
1921-08-22	14	69.87	-163.99	195		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			69.868	-163.993	195	270	305	5	29.99	47	43	51	oc	scu	10						
1921-08-22	15	69.78	-164.25	195		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			69.775	-164.249	195	292	328	5	30.02	46	46	51	oc	scu	10						
1921-08-22	16	69.68	-164.51	195		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			69.6808	-164.506	195	292	328	5	30.05	47	43	51	bc	scu	8						
1921-08-22	17	69.58	-164.78	195		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	 			69.5801	-164.777	195	888	888	2	30.05	47	42	45	bc	cun	9						
1921-08-22	18	69.48	-165.04	195		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0488.JPG	1800h: Raised Cape Lisburn on port bow.			69.4846	-165.035	195	888	888	2	30.03	47	43	51	bc	cun	8						
