YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Attd	Dry	Wet	TSI	SeaT	Weather	Low	Mid	High	Ceil	From	Amount	VisM	People	Ships	Other
1947-04-16	4	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						130	2	29.98		58	58			40				8	130	9	0.5			
1947-04-16	5	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						130	2	29.96		59	59			40				7	130	9	0.5			
1947-04-16	6	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						140	1	29.97		59	59			40				7	130	8	1			
1947-04-16	7	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						130	1	30		60	59			40				5	130	8	1			
1947-04-16	8	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						180	1	30.01		62	60			40		as		40	180	9	0.5			
1947-04-16	9	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						180	2	30.02		70	62			40		cs		40	180	4	4			
1947-04-16	10	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						180	3	30.03		74	65			40		cs		40	180	2	4			
1947-04-16	11	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						180	3	30.01		78	66			40		as		50	180	2	4			
1947-04-16	12	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	3	30		76	69			40		as		50	190	3	4			
1947-04-16	13	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.99		73	68			40		as		50	190	2	4			
1947-04-16	14	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.98		70	66			40		as		50	190	3	2			
1947-04-16	15	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.93		71	68			40		as		50	180	3	2			
1947-04-16	16	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.93		72	68			40		as		50	190	3	4			
1947-04-16	17	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.93		72	68			40		as		50	190	3	4			
1947-04-16	18	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.93		68	66			40		as		50	190	3	4			
1947-04-16	19	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.93		65	65			40		as		50	190	3	4			
1947-04-16	20	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.93		60	58			40		as		50	190	2	4			
1947-04-16	21	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.92		60	52			40		as		50	190	2	4			
1947-04-16	22	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						190	1	29.96		60	59			40		as		50	190	2	4			
1947-04-16	23	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						180	1	29.96		60	61			40		as		50	180	2	4			
1947-04-16	24	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0034.jpg	 						180	1	29.97		61	61			40				50	180	10	0.1			
1947-04-17	1	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						180	1	29.96		60	61			4				0	180	10	0.5			
1947-04-17	2	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						180	1	29.96		60	60			4				0	180	10	0.1			
1947-04-17	3	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						180	1	29.96		57	50			4				0	180	10	0.5			
1947-04-17	4	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						180	2	29.95		59	59			4				9	180	10	0.5			
1947-04-17	5	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						180	2	29.98		60	59			4				20	180	10	1			
1947-04-17	6	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						90	2	29.99		60	60			4				20	90	10	1			
1947-04-17	7	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						165	1	29.98		61	61			4		as		45	165	10	2			
1947-04-17	8	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						165	1	30		62	62			4		as		50	165	10	2			
1947-04-17	9	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						170	1	30.01		61	61			4		as		40	170	10	2			
1947-04-17	10	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						170	1	30.01		66	64			4		as		45	170	9	4			
1947-04-17	11	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						170	1	30.01		69	67			4	sc			40	170	8	4			
1947-04-17	12	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						170	1	29.99		70	64			4	sc	as		40	170	10	7			
1947-04-17	13	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						160	3	29.97		73	68			2	sc	as		40	160	7	7			
1947-04-17	14	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						160	3	29.95		70	67			2	sc	as		40	160	7	7			
1947-04-17	15	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						160	3	29.94		68	63			2	sc	as		40	160	7	7			
1947-04-17	16	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						160	3	29.92		68	68			2	sc	as		40	160	7	7			
1947-04-17	17	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						190	3	29.91		67	67			1		as		65	190	2	7			
1947-04-17	18	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						190	3	29.91		66	66			1		as		65	190	2	7			
1947-04-17	19	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						340	3	29.91		65	61			1		as		60	340	2	4			
1947-04-17	20	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						295	3	29.92		62	61			1	sc	as		60	295	2	4			
1947-04-17	21	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						100	3	29.92		62	61			1	sc			35	100	4	4			
1947-04-17	22	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						110	3	29.93		61	61			2	sc			35	110	6	4			
1947-04-17	23	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						110	4	29.93		61	61			2	sc			35	110	9	4			
1947-04-17	24	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0036.jpg	 						140	4	29.92		61	59			2	sc			35	150	8	4			
1947-04-18	1	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						140	3	29.92		61	57			2	sc	as		35	140	8	4			
1947-04-18	2	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						140	3	29.92		61	57			2	sc	as		35	140	8	4			
1947-04-18	3	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						175	3	29.91		60	56			2	sc	as		35	170	6	4			
1947-04-18	4	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						175	3	29.9		60	60			2	sc	as		35	170	6	4			
1947-04-18	5	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						175	3	29.9		61	60			2	sc	as		35	170	8	4			
1947-04-18	6	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						120	3	29.91		62	61			2	sc	as		35	200	7	4			
1947-04-18	7	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						120	3	29.92		63	61			2	sc	as		35	200	7	4			
1947-04-18	8	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						125	2	29.94		70	69			2	sc	as	cs	20	200	8	4			
1947-04-18	9	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/978/12097882/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1947-04/burton-island-agb-1-1947-04-0038.jpg	 						140	2	29.94		67	67			2	st	as		30	200	7	4			
