YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships
1930-09-09	8	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.9	80	80	76		b 			10	25	
1930-09-09	9	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.9	80	80	76		b 			10	25	
1930-09-09	10	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.88	78	79	76		b 			10	25	
1930-09-09	11	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.88	78	78	77		b 			10	25	
1930-09-09	12	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.89	78	78	77		b 			10	25	
1930-09-09	13	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.9	93	94	85		bc	stcu	315	10	15	
1930-09-09	14	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.9	93	94	84		bc	stcu	315	10	15	
1930-09-09	15	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.9	94	93	84		bc	stcu	315	10	15	
1930-09-09	16	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.84	95	95	85		bc	stcu	315	10	15	
1930-09-09	17	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.8	94	94	87		bc	stcu	315	10	15	
1930-09-09	18	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.82	93	93	88		bc	stcu	315	10	15	
1930-09-09	19	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.84	92	92	86		bc	stcu	315	10	15	
1930-09-09	20	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.82	90	81	80		bc	stcu	315	10	15	
1930-09-09	21	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.82	90	84	82		bc	stcu	315	10	15	
1930-09-09	22	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.84	91	85	84		bc	stcu	315	10	15	
1930-09-09	23	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	 			31.196	121.484		0	0	0	29.85	90	83	81		bc	stcu	315	10	15	
1930-09-09	24	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0549.JPG	"0000h: Kiangnan Drydock, Shanghai, China"			31.196	121.484		0	0	0	29.88	88	83	78		bc	stcu	315	10	15	
1930-09-10	1	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0552.JPG	 			31.196	121.484		225	222	2	29.88	81	81	77		bc	cicu	225	10	15	
1930-09-10	2	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.9	78	78	77		bc	cicu	225	10	15	
1930-09-10	3	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.9	78	78	77		bc	cicu	225	10	15	
1930-09-10	4	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.9	78	78	77		o	cicu		10	15	
1930-09-10	5	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	1	29.9	80	80	78		o	stcu		10	15	
1930-09-10	6	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	1	29.9	80	80	78		o	stcu		10	15	
1930-09-10	7	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	1	29.9	81	81	78		o	stcu		10	18	
1930-09-10	8	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		0	0	0	29.9	81	81	77		bc	stcu		10	20	
1930-09-10	9	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.9	82	82	75		bc	stcu		10	15	
1930-09-10	10	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.9	82	82	75		bc	stcu		10	15	
1930-09-10	11	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.9	83	83	75		bc	stcu		10	20	
1930-09-10	12	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.9	83	83	75		bc	stcu		10	20	
1930-09-10	13	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.98	82	82	74		c	cist		10	20	
1930-09-10	14	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.98	82	82	74		c	cist		10	20	
1930-09-10	15	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.98	82	82	74		c	cist		10	20	
1930-09-10	16	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.98	82	82	74		c	cist		10	20	
1930-09-10	17	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		225	222	2	29.98	82	82	74		c	cist		10	20	
1930-09-10	18	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		0	0	0	29.99	82	82	75		c	cist		8	20	
1930-09-10	19	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		0	0	0	30.02	80	80	76		c	cist		8	20	
1930-09-10	20	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		0	0	0	30.04	78	78	74		c	cist		8	20	
1930-09-10	21	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		0	0	0	30.08	78	78	74		bc	cist		6	20	
1930-09-10	22	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		0	0	0	30.1	78	78	74		bc	cunb		2	20	
1930-09-10	23	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	 			31.196	121.484		0	0	0	30.11	76	76	71		bc	ci 		2	20	
1930-09-10	24	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0551.JPG	"0000h: Kiangnan Drydock, Shanghai, China"			31.196	121.484		0	0	0	30.11	76	76	71		bc	ci 		2	20	
1930-09-11	1	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0554.JPG	 			31.196	121.484		45	42	2	30.11	75	75	69		bc	ci	45	3	20	
1930-09-11	2	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		45	42	2	30.11	75	75	69		bc	ci	45	3	15	
1930-09-11	3	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		45	42	2	30.13	73	73	68		bc	ci	45	3	15	
1930-09-11	4	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		45	42	2	30.14	73	73	68		bc	ci	45	3	15	
1930-09-11	5	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		45	42	2	30.18	73	73	68		bc	ci	45	3	15	
1930-09-11	6	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		45	42	2	30.2	73	73	70		bc	cunb	45	5	18	
1930-09-11	7	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		45	42	2	30.2	72	73	70		bc	cunb	45	5	20	
1930-09-11	8	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		360	357	2	30.21	72	72	69		bc	cunb	45	5	20	
1930-09-11	9	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		360	357	2	30.22	72	72	67		cg	cunb		8	20	
1930-09-11	10	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		360	357	2	30.22	73	72	68		cg	nb		8	20	
1930-09-11	11	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		360	357	2	30.2	75	73	69		cg	nb		8	20	
1930-09-11	12	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		360	357	2	30.21	75	75	69		cg	nb		8	20	
1930-09-11	13	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		22	20	5	30.19	75	75	70		og	nb	360	10	20	
1930-09-11	14	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		22	20	5	30.19	76	76	70		og	nb		10	20	
1930-09-11	15	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		22	20	5	30.19	76	76	71		og	nb		10	20	
1930-09-11	16	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		22	20	5	30.18	76	76	71		og	nb	360	10	15	
1930-09-11	17	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		22	20	5	30.18	76	76	71		og	nb	360	10	15	
1930-09-11	18	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		22	20	5	30.19	76	76	71		og	nb	360	10	15	
1930-09-11	19	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		22	20	2	30.19	76	76	71		og	nb	360	10		
1930-09-11	20	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		0	0	0	30.19	74	74	71		bc	ci		5	10	
1930-09-11	21	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		0	0	0	30.19	73	73	69		bc	acu		5	10	
1930-09-11	22	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		0	0	0	30.19	72	72	69		bc	acu	45	5	10	
1930-09-11	23	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	 			31.196	121.484		45	42	2	30.19	72	72	69		bc	acu		5	10	
1930-09-11	24	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0553.JPG	"0000h: Kiangnan Drydock, Shanghai, China"			31.196	121.484		0	0	0	30.19	72	72	69		bc	acu	45	5	10	
1930-09-12	1	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0556.JPG	 			31.196	121.484		0	0	0	30.2	71	71	67		bc	cicu		5	10	
1930-09-12	2	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	 			31.196	121.484		45	42	2	30.2	71	71	67		bc	cicu	45	5	10	
1930-09-12	3	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	 			31.196	121.484		45	42	2	30.2	71	71	67		bc	cicu	45	5	10	
1930-09-12	4	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	 			31.196	121.484		45	42	2	30.2	71	71	67		bc	cicu	45	5	10	
1930-09-12	5	31.2	121.48			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/panayii-b02of07/panayii-b02of07_0555.JPG	 			31.196	121.484		45	42	2	30.19	71	71	67		bc	cicu	45	5	10	
