YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Mid	From	Amount	VisM	Ships	Other
1946-04-14	23	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0020.JPG	 			55.333	-131.627																
1946-04-14	24	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0020.JPG	 			55.333	-131.627		158	186	5	29.96	44	43		c	sc		157.5	8	7		
1946-04-15	1	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	2	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	3	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	4	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627		0	0	0	29.95	46	45		o	sc			10	7		
1946-04-15	5	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	6	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	7	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	8	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627		0	0	0	29.92	46	44		o	sc			10	7		
1946-04-15	9	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	10	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	11	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	12	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	Noon: Ketchikan			55.333	-131.627		135	163	8	30.01	50	48		bc	ac		135	7	7		
1946-04-15	13	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	14	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	15	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	16	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627		135	163	5	30.01	59	50		bc	ac		135	7	20		
1946-04-15	17	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	18	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	19	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	20	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627		0	0	0	30.05	45	43		o	sc			10	20		
1946-04-15	21	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	22	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	23	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627																
1946-04-15	24	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0021.JPG	 			55.333	-131.627		158	186	8	30.08	44	43		o	sc		157.5	10	20		
1946-04-16	1	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	2	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	3	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	4	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627		135	163	8	30.07	44	43		or	ns		135	10	2		
1946-04-16	5	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	6	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	7	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	8	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627		124	152	13	29.95	46	44		or	ns		123.75	10	2		
1946-04-16	9	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	10	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	11	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	12	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	Noon: Ketchikan			55.333	-131.627		112	140	8	29.99	47	45		op	st ns		112.5	10	7		
1946-04-16	13	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	14	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	15	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	16	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627		112	140	13	29.97	47	45		op	st ns		112.5	10	7		
1946-04-16	17	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	18	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	19	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	20	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627		135	163	5	30.10	46	45		or	ns st		135	10	7		
1946-04-16	21	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	22	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	23	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627																
1946-04-16	24	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0022.JPG	 			55.333	-131.627		135	163	5	30.16	46	45		or	ns		135	10	7		
1946-04-17	1	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	2	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	3	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	4	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627		135	163	5	30.14	46	44		or	ns		135	10	7		
1946-04-17	5	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	6	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	7	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	8	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627		135	163	5	30.16	46	45		c	sc st		135	9	7		
1946-04-17	9	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	10	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	11	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	12	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	Noon: Ketchikan			55.333	-131.627		180	208	5	30.17	50	47		or	ns		180	10	7		
1946-04-17	13	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	14	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	15	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	16	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627		135	163	5	30.10	58	52		c	cu sc		135	7	20		
1946-04-17	17	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
1946-04-17	18	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/7190/23719033/content/dc-metro/rg-026/587169/0002/Haida-1946-04/Haida-1946-04-0023.JPG	 			55.333	-131.627																
