YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	Ships
1925-04-16	11	49.05	-126.88	274		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.054	-126.878	274	112	138	19	29.74	49	50	as	n		10	4		
1925-04-16	12	49.17	-127.18	274		14.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	"Noon: Clocks back 23 min Noon: Off Mootka Snd, Vancouver Is"			49 10N	127 11W	274	112	138	19	29.70	49	50	as	n		10	4	1200: Eight fur seals sighted during watch 12-16hrs	
1925-04-16	13	49.27	-127.4	274		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.268	-127.398	274	169	194	19	29.71	48	50	or	n		10	4		
1925-04-16	14	49.36	-127.58	274		8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.356	-127.575	274	169	194	13	29.72	45	50	o	cu n		9	2		
1925-04-16	15	49.45	-127.78	274		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.453	-127.778	274	169	194	13	29.73	48	50	o	cu n		9	4		
1925-04-16	16	49.55	-127.99	274		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.552	-127.985	274	169	194	8	29.73	49	50	bc	ci		6	7		
1925-04-16	17	49.64	-128.18	274		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.644	-128.176	274	146	171	8	29.72	44	50	bc	cu		6	7		
1925-04-16	18	49.74	-128.38	274		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.741	-128.38	274	146	171	8	29.71	45	50	bc	cu n		6	7		
1925-04-16	19	49.84	-128.58	274		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49.835	-128.575	274	146	171	8	29.70	44	50	o	cu n		10	7		
1925-04-16	20	49.93	-128.78	274		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			49 56N	128 47W	274	146	171	8	29.68	44	50	or	cu n		10	7		
1925-04-16	21	50.03	-129	273		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			50.031	-129.001	273	146	171	19	29.65	43	50	cg	n		10	7		
1925-04-16	22	50.13	-129.22	273		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			50.129	-129.224	273	112	138	8	29.62	43	50	cg	n		10	7		
1925-04-16	23	50.23	-129.45	273		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			50.229	-129.45	273	112	138	8	29.60	44	50	bcp	cu n		8	7		
1925-04-16	24	50.33	-129.67	273		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0021.JPG	 			50.328	-129.674	273	112	138	8	29.60	44	50	fc	cu n		2	7		
1925-04-17	1	50.42	-129.89	273		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			50.424	-129.889	273	112	138	13	29.52	42	49	or	n		10	4		
1925-04-17	2	50.52	-130.11	273		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			50.52	-130.107	273	259	284	13	29.50	42	49	or	n		10	4		
1925-04-17	3	50.62	-130.33	273		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			50.618	-130.33	273	270	295	19	29.50	41	49	or	n		10	4		
1925-04-17	4	50.72	-130.56	273		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			50.717	-130.555	273	270	295	19	29.50	41	49	or	n		10	7		
1925-04-17	5	50.81	-130.77	273		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			50.813	-130.772	273	225	250	8	29.54	42	49	od	n		10	7		
1925-04-17	6	50.91	-131	273		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			50.913	-131.001	273	225	250	8	29.55	42	49	c	cu n		8	20		
1925-04-17	7	51.01	-131.23	273		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.012	-131.23	273	225	250	8	29.56	44	49	c	cu n		6	20		
1925-04-17	8	51.11	-131.44	273		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.106	-131.444	273	225	251	8	29.57	46	49	c	cu		6	20		
1925-04-17	9	51.2	-131.67	273		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	0940: Clocks back 06 min			51.204	-131.668	273	225	251	8	29.59	45	49	bc	cu n		6	20		
1925-04-17	10	51.35	-132.02	273		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.345	-132.019	273	236	262	13	29.63	45	49	bc	cu n		6	20		
1925-04-17	11	51.44	-132.23	273		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.438	-132.232	273	236	262	13	29.64	45	49	c	cu n		8	50		
1925-04-17	12	51.53	-132.45	273		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51 32N	132 27W	273	236	262	13	29.66	44	49	c	cu n		9	50		
1925-04-17	13	51.63	-132.7	273		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.627	-132.696	273	236	262	8	29.65	44	49	bc	cu n		6	50		
1925-04-17	14	51.72	-132.93	273		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.716	-132.929	273	236	262	8	29.64	44	49	bc	cu n		7	20		
1925-04-17	15	51.81	-133.18	272		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	1500: 299T (272psc)			51.806	-133.176	272	236	262	8	29.64	43	49	bc	cu n		7	20		
1925-04-17	16	51.9	-133.42	273		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.9	-133.424	273	248	274	8	29.66	43	48	bc	cu n		9	7		
1925-04-17	17	51.99	-133.67	272		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			51.991	-133.672	272	248	274	8	29.65	39	50	op	n		10	7		
1925-04-17	18	52.08	-133.92	272		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			52.082	-133.923	272	248	274	13	29.64	38	50	op	n		10	7		
1925-04-17	19	52.17	-134.18	272		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			52.174	-134.177	272	248	274	13	29.64	38	50	o	n		10	7		
1925-04-17	20	52.27	-134.43	272		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	2000: 299T (270psc)			52 16N	134 26W	272	248	274	13	29.64	38		o	n		10	7		
1925-04-17	21	52.35	-134.65	270		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			52.348	-134.653	270	169	195	13	29.63	41	48	o	n		10	20		
1925-04-17	22	52.44	-134.89	270		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			52.435	-134.89	270	169	195	13	29.62	40	48	bc	cu n		6	20		
1925-04-17	23	52.52	-135.13	270		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			52.521	-135.128	270	169	195	13	29.60	40	48	bc	cu n		5	20		
1925-04-17	24	52.61	-135.36	270		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0022.JPG	 			52.607	-135.361	270	158	184	8	29.60	41	48	bc	cu n		4	50		
1925-04-18	1	52.69	-135.59	270		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			52.689	-135.588	270	158	184	8	29.58	41	46	bc	cu	135	7	4		
1925-04-18	2	52.78	-135.82	270		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			52.775	-135.824	270	135	161	8	29.57	42	46	of	cu n	135	9	4		
1925-04-18	3	52.86	-136.06	270		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			52.861	-136.061	270	135	161	13	29.55	42	46	od	cu n	135	9	2		
1925-04-18	4	52.95	-136.3	270		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			52.947	-136.299	270	135	161	8	29.54	42	46	od	cu n	135	9	2		
1925-04-18	5	53.05	-136.57	270		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.045	-136.574	270	135	161	8	29.53	43	46	od	cu n	135	10	4		
1925-04-18	6	53.13	-136.82	270		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.134	-136.824	270	135	161	8	29.53	43	46	od	cu n	135	10	4		
1925-04-18	7	53.22	-137.05	270		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.217	-137.054	270	135	161	8	29.49	42	46	or	cu n	135	10	4		
1925-04-18	8	53.3	-137.28	270		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53 18N	137 17W	270	135	161	8	29.51	44	46	or	cu n	135	10	4		
1925-04-18	9	53.36	-137.48	270		9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.356	-137.481	270	135	161	2	29.52	44	46	c	cu n		10	4		
1925-04-18	10	53.42	-137.71	270		10.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.419	-137.707	270	259	285	8	29.48	40	46	or	cu n		10	1		
1925-04-18	11	53.49	-137.95	270		10.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.489	-137.952	270	259	285	8	29.52	42	46	or	cu n		10	4		
1925-04-18	12	53.6	-138.33	270		16.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53 36N	138 20W	270	259	285	19	29.52	39	46	op	n		10	20		
1925-04-18	13	53.7	-138.58	270		11.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.702	-138.582	270	259	286	19	29.53	38	46	op	n	270	10	20		
1925-04-18	14	53.81	-138.84	270		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23683425/content/dc-metro/rg-026/585454/0002/Haida-1925-04/Haida-1925-04-0023.JPG	 			53.806	-138.838	270	259	286	19	29.55	37	46	op	n	270	10	20		
