YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	People	Ships	Other
1923-09-07	14	27.34	121.34	35	 	7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						34	34	13	29.95		83	76	79	bc	cis	45	4	50			
1923-09-07	15	27.46	121.40	35	 	8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						45	45	13	29.92		84	77	79	bc	cis	45	3	50			
1923-09-07	16	27.58	121.47	35	 	8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						45	45	13	29.93		85	77	79	bc	cis	45	3	50			
1923-09-07	17	27.67	121.52	35	 	6.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						45	45	13	29.93		85	77	81	bc	cis	45	3	50			
1923-09-07	18	27.79	121.59	35	 	9.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						45	45	13	29.93		83	77	81	bc	cis	45	3	50			
1923-09-07	19	27.91	121.66	35	 	8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	7:00 pm: 38 t						23	23	13	29.94		83	76	81	bc	cu	45	3	50			
1923-09-07	20	28.02	121.75	42	 	9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						23	23	13	29.96		81	76	81	bc	cu	45	5	50			
1923-09-07	21	28.10	121.81	42	 	5.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						23	23	13	29.99		80	75	82	bc	cu	45	4	50			
1923-09-07	22	28.20	121.90	42	 	7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 								19	30.00		80	75	82	bc	cu	45	4	50			
1923-09-07	23	28.30	122.00	42	 	8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	"11:20 pm: Hieshan Island Light, brg 22 t"						360	360	19	29.99		79	74	82	bc	cu	45	4	50			
1923-09-07	24	28.40	122.09	42	 	7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_024.jpg	 						360	360	19	29.99		79	74	82	bc	cu	45	4	50			
1923-09-08	1	28.46	122.14	42		4.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					42	360	360	19	29.97		79	74	82	BC	CU	360	4	50			
1923-09-08	2	28.53	122.20	42		5.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					42	360	360	19	29.98		78	73	82	BC	CU	360	4	50			
1923-09-08	3	28.60	122.25	42		4.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					42	360	360	13	29.95		78	74	82	BC	CU	360	5	50			
1923-09-08	4	28.68	122.33	42		6.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					42	360	360	13	29.92		78	75	82	BC	CU	360	6	50			
1923-09-08	5	28.74	122.38	42		4.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	"5:45 am: 156 t, 160 S"					v	360	360	19	29.95		78	75	80	C	CU	360	8	50			
1923-09-08	6	28.78	122.44	61		4.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	6:02 am: 38 t 6:07 am: 12 t 15 S 6:50 am: 0 t 4S					4	360	360	19	29.95		77	74	80	C	CU	360	8	50			
1923-09-08	7	28.81	122.44	16		2.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					4	360	360	19	29.97		77	75	80	C	ACU	360	9	50			
1923-09-08	8	28.83	122.43	345		1.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	8:05 am: 342 t			28 50N	122 26E	345	360	360	19	29.98		78	74	80	BC	CU	360	7	50			
1923-09-08	9	28.86	122.41	345		3.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	"9:43 am: Heishan Light port beam, dist 7.5 mi"					345	360	360	19	29.98		77	73	80	BC	CU	360	8	50			
1923-09-08	10	28.94	122.37	345		6.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	"10:00 am: Kueshan Islands dead ahead, dist 25 mi"					345	360	360	13	30.00		78	72	80	BC	CU	360	4	50			
1923-09-08	11	29.03	122.32	345		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					345	360	360	13	30.00		78	72	80	BC	CU	360	5	50			
1923-09-08	12	29.13	122.27	345		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	12:25 pm: 357 t			29 8N	122 16E	345	360	360	13	30.01		78	72	80	BC	CU	360	5	50			
1923-09-08	13	29.25	122.24	354		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					N	360	360	13	30.00		79	77	80	BC	ACU	360	4	50			
1923-09-08	14	29.38	122.22	354		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	2:05 pm: 321 t					N	360	360	13	29.99		80	77	80	BC	ACU	360	4	50			
1923-09-08	15	29.49	122.10	321		8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	3:00 pm: 353 t 3:08 pm: 10 t 13S					356	360	360	13	29.99		79	77	80	BC	ACU	360	4	50			
1923-09-08	16	29.64	122.11	11		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	4:15 pm: 349 t 352 psc 4:36 pm: 322 t 325 psc					13	360	360	13	30.01		78	74	80	BC	ACU	360	7	50			
1923-09-08	17	29.78	122.05	346		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	"5:07 pm: Commenced steering various courses thru Duffield Pass 5:45 PM : CC 36 psc, standing thru Fatu Channel"					325	360	360	13	30.01		77	72	80	BC	ACU	360	4	50			
1923-09-08	18	29.87	122.18	888		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	6:00 pm : Thru Fatu Channel on various courses					33	360	360	13	30.01		77	72	80	BC	ACU	360	7	50			
1923-09-08	19	29.92	122.04	36		7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	 					v	360	360	13	30.03		77	72	80	BC	ACU	360	6	50			
1923-09-08	20	30.03	121.96	888		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	8:09 pm: 325 t 327 s. 8:14 pm: Flagstaff Light brg 298 t 8:15 pm : 349 t 351 s					v	360	360	13	30.04		76	71	80	BC	ACU	360	6	50			
1923-09-08	21	30.12	121.89	350		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	"9:02 pm: West Volcano Light one point on port bow, dist 15 mi 9:03 pm: 11 t 9:42 pm: 20 t 20 s."					15	360	360	13	30.05		76	70	80	BC	ACU	360	5	50			
1923-09-08	22	30.26	121.85	17		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	"10:39 pm: West Volcano Light on starb'd beam, dist 4 mi 10:39 pm: 35 t 10:43 pm: West Volcano Light on starb'd beam, dist 4 mi 10:50 pm : Gutzlaff Island Light brg 38 t"					23	360	360	13	30.06		75	69	80	BC	ACU	360	4	50			
1923-09-08	23	30.40	121.80	888		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	11:20 pm: 74 t 78 s. 11:40 PM : Bonham Islands Light brg 74 t					39	360	360	13	30.06		75	70	80	BC	ACU	360	4	50			
1923-09-08	24	30.46	121.97	65		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_028.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_031.jpg	0003 am: 62 t 66 s.					78	360	360	13	30.04		75	70	80	BC	ACU	360	3	50			
1923-09-09	1	30.51	122.15	66		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	"1:15 am: 353 t 356 s,"					66	360	360	13	30.03		75	70		BC	ACU	360	4	50			
1923-09-09	2	30.64	122.20	12		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	2:10 am: 330 t 333 s.  2:50 am: 322 t 324 s.					356	360	360	19	30.04		74	69		BC	ACU	360	6	7			
1923-09-09	3	30.76	122.14	335		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	"3:25 am: 0 t3 s.  3:30 am: Gutzlaff Island Light abeam, dist 2 mi 3:55 am: 333 t 336 s."					322	360	360	19	30.03		74	70		BC	ACU	360	6	50			
1923-09-09	4	30.89	122.14	338		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 					226	23	20	13	30.02		74	69		BC	ACU	360	6	50			
1923-09-09	5	31.04	122.05	336		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	5:26 am: Fairway Bell Buoy on starb'd beam 5:44 am: 327 t 330 s. 5:25 am: Tungsha Light Vessel brg 322 t					336	23	20	13	30.02		74	69		BC	ACU	360	4	50			
1923-09-09	6	31.14	121.97	334		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	"6:01 am: 319 t 322 s. 6:17 am: GN#3 Buoy on starb'd beam, dist 1 mi 6:41 am: 311 t 314 s. 6:37 am: Tungsha Light Vessel on starb'd beam, dist 1.5 mi"					333	23	20	8	30.03		74	70		BC	ACU	360	4	50			
1923-09-09	7	31.22	121.87	320		7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	"7:20 am: 309 t 312 s. 7:51 am: 318 t 321 s. 7:59 am: Upper Middle Ground Buoy on starb'd beam, dist .75 mi 7:30 am: Kiutoan Light Vessel on starb'd beam, dist 350 yd"					314	23	20	8	30.04		76	71		BC	ACU	360	5	50			
1923-09-09	8	31.30	121.77	313		7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	8:29 am: S.E. Knoll Buoy on starb'd beam 8:58 am: Blockhouse Buoy on starb'd beam					v	23	20	8	30.06		77	73		BC	ACU	360	5	50			
1923-09-09	9	31.35	121.64	888		7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	"9:13 am: Quarantine Buoy on starb'd beam 9:25 am: Anchored. Woosung, China brgs: -East End Jetty, 202 t, Woosung Light 236 t, Paoshan Point 300 t"					v	23	20	13	30.07		77	73		BC	ACU	360	5	50			
1923-09-09	10	31.40	121.52	888		7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 					110	45	42	8	30.10		77	72		BC	ACU	45	5				
1923-09-09	11	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 					115	45	42	5	30.08		77	71		BC	CU	45	5				
1923-09-09	12	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 					120	45	42	5	30.07		78	73		C	CU	45	5				
1923-09-09	13	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 						23	20	5	30.06		80	74		BC	CU	45	5			"1:00 pm: USS Pope, USS Truxton and USS Paul Jones stood out from Shanghai and stood up the Yangtze River 1:20 pm: USS Pillsbury stood out from Shanghai "	
1923-09-09	14	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 						23	20	5	30.05		82	76		BC	CU	45	5			2:20 pm: USS Ford and USS Peary stood out from Shanghai	
1923-09-09	15	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 						23	20	5	30.05		80	75		BC	CU	45	5				
1923-09-09	16	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 						23	20	5	30.04		80	75		BC	CU	45	5				
1923-09-09	17	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 						23	20	8	30.05		79	74		BC	CIS	360	5				
1923-09-09	18	31.40	121.52			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/98/29009854/content/hub/2016-05/USS_Sacramento_09011923_to_10311923/USS_Sacramento_09011923_to_10311923_033.jpg	 						23	20	8	30.06		77	74		BC	CIS	360	4				
