YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships
1949-01-01	13	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	14	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	15	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	16	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383		180	203	6	29.83	37	35		bc	cu	135	3	20	
1949-01-01	17	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	19	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	20	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383		180	203	10	29.92	36	35		bc	sc	180	2	20	
1949-01-01	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383														
1949-01-01	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0005.JPG	 			47.629	-122.383		180	203	5	29.99	35	33		b				20	
1949-01-02	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383		180	203	3	30.12	31	30		b				7	
1949-01-02	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383		180	203	5	30.20	21	21		o	cu	180	10	7	
1949-01-02	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	10	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	11	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	12	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	"1200: Pier 91 US Naval Station. Seattle, Wash."			47.629	-122.383		0	0	0	30.28	34	33		o	sc	225	10	7	
1949-01-02	13	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	14	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	15	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	16	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383		180	203	8	30.32	32	30		cs	ns	225	8	4	
1949-01-02	17	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	19	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	20	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383		0	0	0	30.29	31	30		o	ns		10	4	
1949-01-02	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383														
1949-01-02	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0006.JPG	 			47.629	-122.383		0	0	0	30.46	27	25		o	cu		10	7	
1949-01-03	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383		0	0	0	30.64	21	20		b			8		
1949-01-03	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383		0	0	0	30.60	21	20		b			8		
1949-01-03	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	10	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	11	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
1949-01-03	12	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	"1200: Pier 91, US Naval Station. Seattle, Wash."			47.629	-122.383		0	0	0	30.60	30	30		b				4	
1949-01-03	13	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0007.JPG	 			47.629	-122.383														
