YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	From	Amount	VisM	Ships
1950-10-11	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	 																	
1950-10-11	19	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	 																	
1950-10-11	20	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	 						0	0	0	30.06	55	54	C	Sc Cu		8	20	
1950-10-11	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	 																	
1950-10-11	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	 																	
1950-10-11	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	 																	
1950-10-11	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0160.JPG	 						0	0	0	30.06	54	53	C	Sc Ac		7	20	
1950-10-12	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 						0	0	0	30.04	54	54	O-R	Ns		10	7	
1950-10-12	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 						0	0	0	30.09	56	54	o-W	St		10	4	
1950-10-12	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	10	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	11	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	12	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	"Noon: Seattle, Wn"						270	293	5	30.08	59	59	O	As Ns		10	7	
1950-10-12	13	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	14	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	15	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	16	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 						0	0	0	30.09	58	57	O-M	Ns		10	4	
1950-10-12	17	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	19	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	20	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 						0	0	0	30.10	57	57	o-h	Ns		10	2	
1950-10-12	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 																	
1950-10-12	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0161.JPG	 						0	0	0	30.12	56	55	o-h	Ns		10	4	
1950-10-13	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 						0	0	0	30.09	55	55	O	As	225	10	4	
1950-10-13	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 						360	23	2	30.08	56	57	O	NS		10	1	
1950-10-13	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	10	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	11	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	12	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	"Noon: Seattle, Wn."						0	0	0	30.07	57	57	O	NS		10	4	
1950-10-13	13	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	14	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	15	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	16	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 						0	0	0	30.00	55	55	O	ST-SC		10	7	
1950-10-13	17	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	19	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	20	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 						0	0	0	29.98	55	55	O	SC		10	7	
1950-10-13	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 																	
1950-10-13	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0162.JPG	 						0	0	0	29.96	55	53	0	SC		10	1	
1950-10-14	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 																	
1950-10-14	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 																	
1950-10-14	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 																	
1950-10-14	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 						0	0	0	29.93	53	53	O-R	ST		10	4	
1950-10-14	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 																	
1950-10-14	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 																	
1950-10-14	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 																	
1950-10-14	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 						0	0	0	29.93	54	54	O	ST		10	7	
1950-10-14	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0163.JPG	 																	
